text,labels,UID,prediction
Diana bothered those woman.,DET,determiner_noun_agreement_irregular_2,DET
Brenda arrives at this mall.,G,determiner_noun_agreement_2,G
Melinda talked to those scared man.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
"The main problem I had was with the actor, because he wasn't Danny Brook.",G,Preposition_Missing,G
He was just able to kill it by cutting the snake in half by using his knife which was as sharp as a sickle.,G,Preposition_Replacing,PREP
In spite of this I am very happy because I know that Alice is preparing many activities for us to do together so we have the best week in our lives.,PREP,Preposition_Replacing,PREP
Those who need to travel in order to do business with other people abroad can fly by plane and arrive at their destination safely or have their problems solved via telephone.,G,Preposition_Replacing,G
The Impressionists exit these schools.,G,determiner_noun_agreement_2,G
Melissa would know those unsure children.,G,determiner_noun_agreement_with_adj_2,G
The skirts tightens.,SVA,regular_plural_subject_verb_agreement_2,SVA
All cashiers weren't embarrassing those women.,G,determiner_noun_agreement_irregular_2,G
"As if that wasn't enough, after the show, I took the risk of going to your restaurant and it is not very hard to guess I wasn't able to enjoy it, as it was closed because it wasn't clean enough to serve food ; the perfect ending to the perfect evening.",PREP,Preposition_Missing,PREP
I have chosen between the activities offered to do photography. I have already been a member of a photography club so I am experienced.,PREP,Preposition_Replacing,PREP
Some dancer that admired most boys weren't smiling.,SVA,distractor_agreement_relative_clause,SVA
David walks through this blue hospital.,G,determiner_noun_agreement_with_adjective_1,G
A doctor hasn't insulted most newspaper articles.,G,regular_plural_subject_verb_agreement_1,G
The alumnus talk.,SVA,irregular_plural_subject_verb_agreement_2,SVA
The photographs of Bill disappears.,SVA,distractor_agreement_relational_noun,SVA
Most dancers escape from Stacy.,G,regular_plural_subject_verb_agreement_1,G
Elaine couldn't exit those rough oasis.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
Water annoys a few displeased girls and this chair annoys a lot.,G,ellipsis_n_bar_1,G
The Impressionists were walking through this libraries.,DET,determiner_noun_agreement_1,DET
Erin talks about this library.,G,determiner_noun_agreement_1,G
Choosing gives me such great pleasure because I never have to worry from where I get money for my wishes.,PREP,Preposition_Replacing,G
Homer has disgusted one important government and Christine has disgusted few.,G,ellipsis_n_bar_1,G
The women aren't crying.,G,irregular_plural_subject_verb_agreement_2,G
Most stimuli worries Gina.,SVA,irregular_plural_subject_verb_agreement_1,SVA
All boys discover this people.,DET,determiner_noun_agreement_irregular_1,DET
"Now I am going to give you some further information : I would like to travel only in July because I am a student in high school and this is the most important year of my life. I am studying to the university entrance exams and I have to study until the end of June and then at the end of June I will have the university entrance exam and after that, in July, I am going to be alright.",PREP,Preposition_Replacing,PREP
The waitresses fired that upset alumni.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
Paul heal that man.,SVA,regular_plural_subject_verb_agreement_1,SVA
Blouses aren't worrying that women.,DET,determiner_noun_agreement_irregular_1,DET
The hamster were scaring those guests.,SVA,regular_plural_subject_verb_agreement_1,SVA
A library wasn't hard work to lift.,G,tough_vs_raising_1,G
The Lutherans know these important drivers.,G,determiner_noun_agreement_with_adjective_1,G
They tried to contact with my parents.,PREP,Preposition_Unnecessary,G
Those pedestrians imagine that they buy these socks.,G,principle_A_case_1,G
Most libraries that were discussing Andrew don't have candles.,G,distractor_agreement_relative_clause,G
Only Naomi's sister who many girls know ever answered.,G,only_npi_scope,G
"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our buildings. They can make them stronger and hard to destroy.",G,Preposition_Replacing,PREP
I'm very happy for to have won the first prize in the competition.,PREP,Preposition_Unnecessary,PREP
Tonya says that a guy wouldn't flee from her.,G,principle_A_domain_1,G
Axes hasn't scared this student.,SVA,irregular_plural_subject_verb_agreement_1,SVA
All photographs could look like these big fungus.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
"In addition to this, I have to tell you that it was the most horrible evening I have had and because of this I want to ask you if you could send me a refund of part of the money I wasted there.",PREP,Preposition_Replacing,PREP
When the show started the person who was acting it was not Danny Brook and the replacement didn't seem to be an actor.,PREP,Preposition_Missing,G
The guy shout.,SVA,regular_plural_subject_verb_agreement_2,SVA
"The only problem is that as I am a student I can travel only during the holidays, in July. Regarding accommodation I would rather stay in a tent because I have never been camping and I would like to try it.",G,Preposition_Replacing,PREP
Denise is describing this students.,DET,determiner_noun_agreement_2,DET
"Last summer, I was spending my holidays in a little village on the southern coast of Spain with my friend Pat.",G,Preposition_Replacing,PREP
The universities appreciate all teenagers.,G,regular_plural_subject_verb_agreement_2,G
The Borgias escape from that troubled women.,DET,determiner_noun_agreement_with_adj_irregular_1,DET
Benjamin messes up these black hospital.,DET,determiner_noun_agreement_with_adjective_1,DET
I am rather good in it.,PREP,Preposition_Replacing,PREP
"I have some problems with my kidneys, so I can't stay in one of the tents, and also it must be very comfortable staying in a log cabin.",G,Preposition_Missing,PREP
All waiters that have concealed Dawn do figure out who hasn't investigated Cynthia.,G,distractor_agreement_relative_clause,SVA
The governments admires this unicycle.,SVA,regular_plural_subject_verb_agreement_2,SVA
Some cashiers admires Michael.,SVA,regular_plural_subject_verb_agreement_1,SVA
Alan cares for these teachers.,G,determiner_noun_agreement_2,G
"Normally, I live in the seaside and I couldn't live without this sport.",PREP,Preposition_Replacing,G
The alumnus have cured Nina.,SVA,irregular_plural_subject_verb_agreement_2,SVA
The vase impresses that excited woman.,G,determiner_noun_agreement_with_adj_irregular_1,G
That committee that is criticizing some adults knows Sonia.,G,distractor_agreement_relative_clause,G
I enjoyed it very much and I want to convey my pleasure to you though this letter.,PREP,Preposition_Replacing,PREP
The teenagers is thinking about Beverly.,SVA,regular_plural_subject_verb_agreement_2,SVA
Alexander was firing that displeased woman.,G,determiner_noun_agreement_with_adj_irregular_2,G
Or perhaps the quality of your new thing is not so good that you expected.,PREP,Preposition_Replacing,PREP
Alice has discovered that most children can appreciate Leslie.,G,wh_vs_that_no_gap,G
Sheila is bringing this hamsters.,DET,determiner_noun_agreement_1,DET
The libraries hasn't fired Melinda.,SVA,regular_plural_subject_verb_agreement_2,SVA
Paula works with that clever person.,G,determiner_noun_agreement_with_adj_irregular_2,G
That patient have confused Daniel.,SVA,regular_plural_subject_verb_agreement_1,SVA
Kendra's lawyers weren't fun to talk about.,G,tough_vs_raising_1,G
"Well, as you ask, I will tell you I would like to travel as soon as July begins, I'm going to be able only to travel in that month because of my job responsibilities.",G,Preposition_Missing,PREP
Vincent hugs those good pedestrian.,DET,determiner_noun_agreement_with_adj_2,DET
Suzanne doesn't bring those louse.,DET,determiner_noun_agreement_irregular_1,DET
The cars annoy this child.,G,determiner_noun_agreement_irregular_2,G
I did it for free because it was a non - profit concert for to help the poor people.,PREP,Preposition_Unnecessary,PREP
It's herself who Karla sees.,G,principle_A_reconstruction,G
And I was really disappointed from the different actor's performance.,PREP,Preposition_Replacing,G
Elizabeth thinks Brett couldn't stun himself.,G,principle_A_domain_3,G
"I can sleep in a tent, it would remind me of a good time which I had with my friends a few years ago. I'm not scared of darkness, rain, cold or hot weather.",G,Preposition_Missing,PREP
It is more comfortable and I am afraid of wild animals.,G,Preposition_Replacing,PREP
The prints of this pork wasn't distracting Denise.,SVA,distractor_agreement_relational_noun,SVA
Those oxen hasn't hurt Judy.,SVA,irregular_plural_subject_verb_agreement_1,SVA
Each skirt wasn't there warping.,G,existential_there_quantifiers_2,G
These hamsters ascend that ladder.,G,regular_plural_subject_verb_agreement_1,G
April watched these big person.,DET,determiner_noun_agreement_with_adj_irregular_2,DET
The shows about art alarms Chad.,SVA,distractor_agreement_relational_noun,SVA
The woman isn't whispering.,G,irregular_plural_subject_verb_agreement_2,G
Those girls complain about this children.,DET,determiner_noun_agreement_irregular_1,DET
These teenagers haven't cleaned those lice.,G,determiner_noun_agreement_irregular_1,G
All customers had complained about this media.,DET,determiner_noun_agreement_irregular_1,DET
I'm writing to you to describe some problems with your theatre's show. First I have to say to you that there was a different actor to the one advertised starring the play.,PREP,Preposition_Missing,G
A lot of waitresses scares Edward.,SVA,regular_plural_subject_verb_agreement_1,SVA
The museums worry that young actors.,DET,determiner_noun_agreement_with_adjective_1,DET
Caroline isn't visiting this child.,G,determiner_noun_agreement_irregular_2,G
Aaron disagrees with those long story.,DET,determiner_noun_agreement_with_adj_2,DET
This guy impressed at least two libraries.,G,superlative_quantifiers_2,G
Jerry impressed himself.,G,anaphor_gender_agreement,G
The broken dishes aren't old.,G,irregular_past_participle_adjectives,G
The drivers haven't boycotted this college campuses.,DET,determiner_noun_agreement_2,DET
"The old man and woman tried to get her to stay their house, but they couldn't.",PREP,Preposition_Missing,PREP
Beverly can't help those lost waitress.,DET,determiner_noun_agreement_with_adj_2,DET
The person boast about Vanessa.,SVA,irregular_plural_subject_verb_agreement_2,SVA
Some children had helped this guests.,DET,determiner_noun_agreement_2,DET
Some teenagers haven't referenced that boys.,DET,determiner_noun_agreement_2,DET
The Impressionists think about themselves aggravating Anne.,G,principle_A_case_2,G
Suzanne wouldn't tour this old malls.,DET,determiner_noun_agreement_with_adjective_1,DET
Paul worked with those men.,G,determiner_noun_agreement_irregular_2,G
The dancers have forgotten about themselves boycotting some college campus.,G,principle_A_case_2,G
