sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
Each movie about the Impressionists is there bothering Cheryl.,There is each movie about the Impressionists bothering Cheryl.,semantics,quantifiers,existential_there_quantifiers_2,True,False,False,False,866.0,,,,
Dawn wasn't visiting that woman.,Dawn wasn't visiting that women.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,738.0,,,,
Theresa thinks about these bases.,Theresa thinks about these basis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,520.0,,,,
Some committees that worry Kendra dislike a lot of women.,Some committees that worry Kendra dislikes a lot of women.,morphology,subject_verb_agreement,distractor_agreement_relative_clause,True,True,False,False,652.0,,,,
It knows more than most people.,It knows more than most of people.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,It knows more than most,,of,38.0
Which girls can a company impress and that hair astound?,Which can a company impress girls and that hair astound?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,True,False,True,True,127.0,,,,
The brothers of some waitress do forfeit.,The brothers of some waitress does forfeit.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,669.0,,,,
Many rabbits have embarrassed these uncertain senators.,Many rabbits have embarrassed this uncertain senators.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,835.0,,,,
Margaret isn't loved by some children.,Margaret isn't loved by some book.,syntax,s-selection,animate_subject_passive,True,True,False,False,525.0,,,,
Gregory can talk about that senator.,That apple can talk about that senator.,syntax,s-selection,animate_subject_trans,True,False,True,False,220.0,,,,
Lawrence fired that serious woman.,Lawrence fired those serious woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,778.0,,,,
Edward hides this ox.,Edward hides this oxen.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,686.0,,,,
Melanie sounds like Heather.,Melanie sound like Heather.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,235.0,,,,
They are just like alcoholics and these people go shopping every day because they can not stop themselves unless they have not got money to spend.,They are just like alcoholics and these people go shopping every day because they can not stop themselves unless they have not got money for to spend.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,They are just like alcoholics and these people go shopping every day because they can not stop themselves unless they have not got money,,for,11.0
Bradley hasn't remembered these people.,Bradley hasn't remembered this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,True,False,True,True,943.0,,,,
The sons of Paul aren't drinking.,The sons of Paul wasn't drinking.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,799.0,,,,
There hadn't proven to be a shirt embarrassing Winston Churchill.,There hadn't intended to be a shirt embarrassing Winston Churchill.,syntax_semantics,control_raising,existential_there_subject_raising,True,False,False,False,28.0,,,,
Those teachers forget that a lot of dogs confused these teenagers.,Those teachers forget who a lot of dogs confused these teenagers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,True,False,False,False,269.0,,,,
Some pamphlet about Spain was exciting to conceal.,Some pamphlet about Spain was certain to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,479.0,,,,
The boys buy every cup.,The boy buy every cup.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,192.0,,,,
Lisa has discovered those big children.,Lisa has discovered that big children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,238.0,,,,
Roger should sound like that waitress.,Roger should sound like that waitresses.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,99.0,,,,
Ella lifts these gray birds.,Ella lifts this gray birds.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,867.0,,,,
Florence couldn't imagine herself approaching a waiter.,Florence couldn't imagine herself approaches a waiter.,syntax/semantics,binding,principle_A_case_2,True,True,False,False,693.0,,,,
That fish annoyed this serious alumnus.,That fish annoyed these serious alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,964.0,,,,
"The most suitable time for me is July because in August I intend to go to the countryside, where I have a small farm.","The most suitable time for me is July because in August I intend to go in the countryside, where I have a small farm.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,The most suitable time for me is July because in August I intend to go,to,in,596.0
The dancers flee from themselves.,The dancers flee from himself.,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,132.0,,,,
These committees didn't hurt that lucky woman.,These committees didn't hurt that lucky women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,389.0,,,,
Linda hasn't hated those lost men.,Linda hasn't hated those lost man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,433.0,,,,
Steve could love that sick woman.,Steve could love that sick women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,985.0,,,,
Tracy has boasted about those unsure children.,Tracy has boasted about that unsure children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,8.0,,,,
It's himself that a person has approached.,It's himself that has approached a person.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,483.0,,,,
The Lutherans approach this adult.,The Lutherans approach this adults.,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,746.0,,,,
The fathers of Stacey have said most universities hadn't worked with the guys.,The fathers of Stacey has said most universities hadn't worked with the guys.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,576.0,,,,
Many girls return to that school.,Many girls return to those school.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,52.0,,,,
The newspaper articles about Monet aren't boring this actress.,The newspaper articles about Monet isn't boring this actress.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,716.0,,,,
John has loosened many hats.,John has disappeared many hats.,syntax,argument_structure,causative,True,False,False,False,138.0,,,,
I've always stayed in tents when I have been on the university camps so I would prefer log cabins at Camp California because it would be a new experience for me and I would also learn how to live in one.,I've always stayed in tents when I have been with the university camps so I would prefer log cabins at Camp California because it would be a new experience for me and I would also learn how to live in one.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I've always stayed in tents when I have been,on,with,2221.0
Most customers really reunited.,Most customers ever reunited.,semantics,npi_licensing,npi_present_2,True,True,False,False,447.0,,,,
Timothy hasn't scanned that popular story.,Timothy hasn't scanned that popular stories.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,663.0,,,,
Candice can watch this young man.,Candice can watch this young men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,813.0,,,,
A pedestrian hadn't approached these hopeful women.,A pedestrian hadn't approached this hopeful women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,77.0,,,,
Diane wasn't thinking about that medium.,Diane wasn't thinking about that media.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,611.0,,,,
That's why they both have to be taken into account in the video we will make.,That's why they both have to be taken in account in the video we will make.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,That's why they both have to be taken,into,in,866.0
Cindy toured that clean movie theater.,Cindy toured those clean movie theater.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,True,False,True,True,274.0,,,,
This louse was confusing the universities.,This louse were confusing the universities.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,124.0,,,,
Homer has sounded like those commentaries.,Homer has sounded like that commentaries.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,595.0,,,,
Lori will not ever visit that hill.,Lori will fortunately ever visit that hill.,semantics,npi_licensing,sentential_negation_npi_licensor_present,True,False,True,False,658.0,,,,
Most adults leave this public park.,Most adults leave these public park.,morphology,determiner_noun_agreement,determiner_noun_agreement_2,True,False,True,True,758.0,,,,
Brett knows many people that praised Tonya.,Brett knows who many people praised Tonya.,syntax,filler_gap_dependency,wh_questions_subject_gap,True,False,False,False,809.0,,,,
